row_id,service_year,county_code,county_name,payer,age_group_code,age_group_name,sex,unique_member_cnt,util_category,util_cnt,encounter_count,member_months,total_paid_amt_sum,total_paid_amt_mean,total_paid_amt_med,insurer_paid_amt_sum,insurer_paid_amt_mean,insurer_paid_amt_med,member_paid_amt_sum,member_paid_amt_mean,member_paid_amt_med
124038,2016,123,Ramsey,MEDICARE,3,45 - 64 years,M,267,Inpatient Non-acute,"10,011","1,420","3,070","$3,658,023.47","$2,576.07",$105.67,"$3,077,252.85","$2,167.08",$97.37,"$580,770.62",$408.99,$0.00
125070,2016,129,Renville,MEDICARE,4,65 - 74 years,F,16,Home Health,647,297,190,"$65,252.24",$219.70,$75.02,"$65,252.24",$219.70,$75.02,$0.00,$0.00,$0.00
125910,2016,135,Roseau,COMMERCIAL,2,19 - 44 years,M,201,Emergency department,756,308,"2,082","$170,075.74",$552.19,$404.53,"$96,837.12",$314.41,$150.59,"$73,238.62",$237.79,$175.16
126870,2016,139,Scott,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,15,Hospital Inpatient Professional Services,231,100,164,"$2,796.74",$27.97,$3.77,"$2,796.74",$27.97,$3.77,$0.00,$0.00,$0.00
127614,2016,143,Sibley,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,77,Independent Lab,400,122,807,"$24,946.61",$204.48,$87.08,"$24,931.86",$204.36,$87.08,$14.75,$0.12,$0.00
128454,2016,147,Steele,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,361,Other,"24,859","16,859","4,125","$4,096,960.21",$243.01,$123.83,"$4,095,740.56",$242.94,$123.82,"$1,219.65",$0.07,$0.00
129366,2016,153,Todd,COMMERCIAL,2,19 - 44 years,F,437,Hospital Outpatient,"6,050","1,481","4,374","$1,558,023.31","$1,052.01",$300.77,"$1,250,827.84",$844.58,$180.42,"$307,195.47",$207.42,$0.00
130398,2016,159,Wadena,COMMERCIAL,2,19 - 44 years,F,35,DME (Durable Medical Equipment),69,49,375,"$13,942.94",$284.55,$238.50,"$12,050.89",$245.94,$125.91,"$1,892.05",$38.61,$0.00
131262,2016,163,Washington,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,257,Ambulance,"6,642","2,384","2,923","$172,509.70",$72.36,$34.90,"$172,509.70",$72.36,$34.90,$0.00,$0.00,$0.00
132198,2016,167,Wilkin,MEDICARE,4,65 - 74 years,M,33,DME (Durable Medical Equipment),251,164,396,"$10,126.99",$61.75,$47.59,"$8,870.41",$54.09,$40.40,"$1,256.58",$7.66,$0.00
133110,2016,173,Yellow Medicine,COMMERCIAL,3,45 - 64 years,F,20,Ambulatory Surgery,124,35,205,"$121,011.69","$3,457.48","$2,535.61","$100,057.92","$2,858.80","$1,847.24","$20,953.77",$598.68,$0.00
110444,2016,049,Goodhue,MEDICARE,3,45 - 64 years,F,80,Independent Lab,517,125,936,"$20,906.96",$167.26,$44.12,"$20,666.67",$165.33,$44.12,$240.29,$1.92,$0.00
101683,2016,003,Anoka,MEDICARE,5,75 years and older,F,"1,188",Inpatient Non-acute,"25,006","4,018","13,403","$12,280,114.41","$3,056.28",$539.53,"$11,341,392.50","$2,822.65",$483.00,"$938,721.91",$233.63,$0.00
102451,2016,007,Beltrami,MEDICARE,4,65 - 74 years,F,36,Inpatient Non-acute Professional Services,305,209,401,"$30,102.24",$144.03,$69.02,"$24,865.42",$118.97,$57.50,"$5,236.82",$25.06,$12.12
103267,2016,013,Blue Earth,COMMERCIAL,3,45 - 64 years,F,223,Emergency department,"1,064",294,"2,320","$464,371.27","$1,579.49","$1,406.66","$337,015.82","$1,146.31",$955.09,"$127,355.45",$433.18,$102.87
104179,2016,017,Carlton,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,231,Ambulance,"17,882","5,832","2,509","$1,231,678.72",$211.19,$176.40,"$1,231,663.97",$211.19,$176.40,$14.75,$0.00,$0.00
104995,2016,021,Cass,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,79,Hospital Inpatient Professional Services,"1,199",640,801,"$110,712.86",$172.99,$69.21,"$110,692.21",$172.96,$69.21,$20.65,$0.03,$0.00
105859,2016,025,Chisago,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,19,Inpatient Non-acute Professional Services,192,153,215,"$4,887.70",$31.95,$22.55,"$4,887.70",$31.95,$22.55,$0.00,$0.00,$0.00
106723,2016,031,Cook,COMMERCIAL,1,18 years and under,M,90,Clinic/Office,448,225,607,"$45,190.53",$200.85,$122.40,"$27,658.02",$122.92,$27.77,"$17,532.51",$77.92,$22.59
107755,2016,035,Crow Wing,MEDICARE,5,75 years and older,M,514,DME (Durable Medical Equipment),"4,756","2,871","5,910","$288,515.20",$100.49,$53.36,"$253,308.16",$88.23,$47.20,"$35,207.04",$12.26,$3.33
108499,2016,039,Dodge,MEDICARE,3,45 - 64 years,F,211,Clinic/Office,"6,505","2,078","2,450","$284,951.95",$137.13,$87.25,"$231,652.23",$111.48,$65.82,"$53,299.72",$25.65,$13.72
109411,2016,045,Fillmore,COMMERCIAL,3,45 - 64 years,F,60,Hospital Inpatient,859,77,691,"$2,066,606.36","$26,839.04","$23,874.53","$2,021,866.73","$26,258.01","$23,083.36","$44,739.63",$581.03,$0.00
110299,2016,049,Goodhue,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,202,Hospital Inpatient Professional Services,"1,242",553,"2,147","$195,227.90",$353.03,$110.16,"$195,188.22",$352.96,$110.16,$39.68,$0.07,$0.00
101065,2016,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,33,Independent Lab,212,61,369,"$9,232.55",$151.35,$74.29,"$9,202.55",$150.86,$74.29,$30.00,$0.49,$0.00
101833,2016,005,Becker,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,530,Emergency department,"2,242",884,"5,802","$250,447.70",$283.31,$231.55,"$250,070.76",$282.89,$231.55,$376.94,$0.43,$0.00
102457,2016,007,Beltrami,MEDICARE,4,65 - 74 years,M,272,DME (Durable Medical Equipment),"2,403","1,399","3,196","$157,585.71",$112.64,$65.43,"$136,086.07",$97.27,$53.15,"$21,499.64",$15.37,$3.33
103153,2016,011,Big Stone,MEDICARE,4,65 - 74 years,F,11,Home Health,486,465,132,"$38,274.42",$82.31,$75.02,"$38,274.42",$82.31,$75.02,$0.00,$0.00,$0.00
103873,2016,015,Brown,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,22,Hospital Outpatient,862,174,245,"$4,744.16",$27.27,$0.00,"$4,744.16",$27.27,$0.00,$0.00,$0.00,$0.00
104593,2016,019,Carver,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,104,Hospital Inpatient,"1,378",160,"1,063","$1,146,974.18","$7,168.59","$3,945.45","$1,144,574.18","$7,153.59","$3,919.99","$2,400.00",$15.00,$0.00
105289,2016,023,Chippewa,COMMERCIAL,3,45 - 64 years,M,61,Other,233,108,618,"$27,728.41",$256.74,$127.96,"$18,056.83",$167.19,$32.14,"$9,671.58",$89.55,$1.86
106201,2016,027,Clay,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,11,Hospital Inpatient,261,17,128,"$65,576.45","$3,857.44","$1,288.00","$65,576.45","$3,857.44","$1,288.00",$0.00,$0.00,$0.00
107161,2016,033,Cottonwood,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,13,Inpatient Non-acute,77,54,135,"$110,258.72","$2,041.83","$1,400.08","$110,258.72","$2,041.83","$1,400.08",$0.00,$0.00,$0.00
107929,2016,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,"1,546",Independent Lab,"8,121","2,350","16,991","$243,309.46",$103.54,$83.43,"$242,816.13",$103.33,$83.43,$493.33,$0.21,$0.00
108649,2016,041,Douglas,COMMERCIAL,3,45 - 64 years,F,894,Hospital Outpatient,"16,404","3,239","9,200","$5,286,830.78","$1,632.24",$355.00,"$4,446,575.93","$1,372.82",$220.48,"$840,254.85",$259.42,$0.00
109657,2016,045,Fillmore,MEDICARE,3,45 - 64 years,F,282,Hospital Outpatient,"12,005","2,356","3,247","$791,522.34",$335.96,$151.10,"$632,265.91",$268.36,$119.50,"$159,256.43",$67.60,$22.00
111236,2016,053,Hennepin,MEDICARE,3,45 - 64 years,M,"2,470",Hospital Inpatient Professional Services,"66,082","21,622","28,448","$6,047,402.78",$279.69,$145.90,"$5,041,176.17",$233.15,$122.74,"$1,006,226.61",$46.54,$21.18
112244,2016,059,Isanti,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,20,Ambulatory Surgery,167,39,237,"$21,951.97",$562.87,$348.96,"$21,623.97",$554.46,$346.78,$328.00,$8.41,$0.00
113156,2016,063,Jackson,MEDICARE,5,75 years and older,F,127,Ambulance,668,246,"1,406","$137,945.53",$560.75,$499.69,"$116,623.19",$474.08,$422.20,"$21,322.34",$86.68,$12.50
113972,2016,069,Kittson,COMMERCIAL,2,19 - 44 years,F,22,Emergency department,72,29,200,"$19,136.31",$659.87,$544.00,"$14,315.75",$493.65,$444.00,"$4,820.56",$166.23,$0.00
115076,2016,075,Lake,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,317,Hospital Outpatient,"3,997","1,413","3,442","$272,047.64",$192.53,$118.23,"$271,297.64",$192.00,$118.23,$750.00,$0.53,$0.00
116084,2016,081,Lincoln,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,29,Independent Lab,145,39,285,"$2,880.06",$73.85,$48.80,"$2,871.21",$73.62,$48.80,$8.85,$0.23,$0.00
116972,2016,085,McLeod,MEDICARE,3,45 - 64 years,M,370,Clinic/Office,"4,994","2,332","4,219","$305,864.11",$131.16,$86.50,"$263,971.12",$113.20,$70.97,"$41,892.99",$17.96,$12.31
118028,2016,091,Martin,MEDICARE,5,75 years and older,F,312,Hospital Inpatient Professional Services,"4,849","2,253","3,459","$473,822.89",$210.31,$80.33,"$426,458.48",$189.28,$73.95,"$47,364.41",$21.02,$0.00
118868,2016,097,Morrison,COMMERCIAL,3,45 - 64 years,F,93,Hospital Inpatient Professional Services,930,307,"1,034","$466,391.86","$1,519.19",$390.18,"$384,733.29","$1,253.20",$233.15,"$81,658.57",$265.99,$0.00
119708,2016,101,Murray,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,37,Independent Lab,95,42,406,"$3,469.36",$82.60,$23.85,"$3,469.36",$82.60,$23.85,$0.00,$0.00,$0.00
120812,2016,107,Norman,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,15,Ambulance,740,217,166,"$18,301.26",$84.34,$72.15,"$18,301.26",$84.34,$72.15,$0.00,$0.00,$0.00
121532,2016,111,Otter Tail,COMMERCIAL,4,65 - 74 years,M,12,DME (Durable Medical Equipment),122,73,144,"$9,884.99",$135.41,$54.23,"$7,469.10",$102.32,$30.00,"$2,415.89",$33.09,$0.00
122372,2016,115,Pine,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,112,Independent Lab,"1,167",355,"1,211","$33,468.91",$94.28,$84.35,"$33,409.41",$94.11,$83.02,$59.50,$0.17,$0.00
123116,2016,119,Polk,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,195,Emergency department,"1,592",551,"2,073","$148,163.01",$268.90,$181.59,"$147,313.29",$267.36,$178.64,$849.72,$1.54,$0.00
124052,2016,123,Ramsey,MEDICARE,4,65 - 74 years,F,"11,861",Hospital Outpatient,"283,140","52,526","140,969","$23,311,026.08",$443.80,$127.50,"$20,393,070.78",$388.25,$114.06,"$2,917,955.30",$55.55,$0.00
124892,2016,129,Renville,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,92,Ambulance,"1,149",794,980,"$92,141.45",$116.05,$26.84,"$92,129.65",$116.03,$26.84,$11.80,$0.01,$0.00
125540,2016,131,Rice,MEDICARE,5,75 years and older,M,42,Outpatient Other,"2,440",397,483,"$112,916.77",$284.43,$79.85,"$99,887.27",$251.61,$79.85,"$13,029.50",$32.82,$0.00
126476,2016,137,Saint Louis,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,105,DME (Durable Medical Equipment),616,438,"1,165","$16,920.49",$38.63,$12.26,"$16,903.65",$38.59,$12.26,$16.84,$0.04,$0.00
127100,2016,141,Sherburne,COMMERCIAL,2,19 - 44 years,M,"1,174",Hospital Outpatient,"13,326","2,859","12,687","$3,418,748.70","$1,195.78",$365.39,"$2,823,047.37",$987.42,$221.26,"$595,701.33",$208.36,$0.00
128036,2016,145,Stearns,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,611,Ambulance,"35,806","9,889","6,953","$1,095,022.65",$110.73,$82.80,"$1,095,014.70",$110.73,$82.80,$7.95,$0.00,$0.00
128828,2016,149,Stevens,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,24,Ambulance,137,95,272,"$14,147.05",$148.92,$24.40,"$14,147.05",$148.92,$24.40,$0.00,$0.00,$0.00
129788,2016,155,Traverse,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,164,Clinic/Office,"1,996","1,243","1,705","$83,090.03",$66.85,$34.16,"$79,989.21",$64.35,$33.98,"$3,100.82",$2.49,$0.00
130724,2016,159,Wadena,MEDICARE,5,75 years and older,F,253,Hospital Inpatient Professional Services,"3,323","1,362","2,828","$392,878.96",$288.46,$121.19,"$367,380.79",$269.74,$109.58,"$25,498.17",$18.72,$0.00
131492,2016,163,Washington,MEDICARE,4,65 - 74 years,F,293,Inpatient Non-acute Professional Services,"3,021","2,426","3,335","$295,264.40",$121.71,$110.94,"$263,229.46",$108.50,$92.17,"$32,034.94",$13.20,$0.00
132500,2016,169,Winona,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,36,Inpatient Non-acute Professional Services,278,222,404,"$9,732.04",$43.84,$9.51,"$9,732.04",$43.84,$9.51,$0.00,$0.00,$0.00
133196,2016,173,Yellow Medicine,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,19,DME (Durable Medical Equipment),66,35,201,"$4,085.48",$116.73,$29.42,"$4,085.48",$116.73,$29.42,$0.00,$0.00,$0.00
111067,2016,053,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,"17,584",Hospital Outpatient,"291,386","81,358","173,932","$22,528,746.92",$276.91,$95.52,"$22,424,771.71",$275.63,$95.43,"$103,975.21",$1.28,$0.00
132166,2016,167,Wilkin,MEDICARE,3,45 - 64 years,F,51,Other,310,119,596,"$17,865.84",$150.13,$90.83,"$14,877.57",$125.02,$78.30,"$2,988.27",$25.11,$0.00
132910,2016,171,Wright,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,32,Home Health,"1,347","1,179",369,"$77,402.16",$65.65,$58.15,"$77,369.71",$65.62,$58.15,$32.45,$0.03,$0.00
101026,2016,001,Aitkin,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,12,Outpatient Other,267,178,144,"$11,641.04",$65.40,$57.96,"$11,641.04",$65.40,$57.96,$0.00,$0.00,$0.00
101746,2016,005,Becker,COMMERCIAL,2,19 - 44 years,M,70,Independent Lab,403,113,755,"$21,250.34",$188.06,$102.08,"$9,835.34",$87.04,$5.00,"$11,415.00",$101.02,$32.12
102490,2016,007,Beltrami,MEDICARE,5,75 years and older,M,40,Hospice,"1,846",103,305,"$314,005.00","$3,048.59","$3,206.25","$314,005.00","$3,048.59","$3,206.25",$0.00,$0.00,$0.00
103330,2016,013,Blue Earth,COMMERCIAL,5,75 years and older,F,11,Inpatient Non-acute Professional Services,58,40,126,"$1,134.47",$28.36,$19.67,"$1,134.47",$28.36,$19.67,$0.00,$0.00,$0.00
104050,2016,017,Carlton,COMMERCIAL,2,19 - 44 years,M,301,Other,"1,016",603,"3,207","$154,836.60",$256.78,$105.12,"$107,406.30",$178.12,$49.57,"$47,430.30",$78.66,$0.00
104770,2016,019,Carver,MEDICARE,4,65 - 74 years,M,"2,088",Clinic/Office,"52,186","19,336","24,943","$3,860,054.27",$199.63,$99.98,"$3,490,380.77",$180.51,$83.24,"$369,673.50",$19.12,$5.18
105610,2016,025,Chisago,COMMERCIAL,2,19 - 44 years,F,428,Independent Lab,"3,384",727,"4,856","$193,169.76",$265.71,$122.76,"$168,615.69",$231.93,$95.27,"$24,554.07",$33.77,$0.00
106330,2016,027,Clay,MEDICARE,4,65 - 74 years,M,227,Hospital Inpatient Professional Services,"4,938","1,731","2,640","$649,088.71",$374.98,$154.18,"$599,578.28",$346.38,$143.82,"$49,510.43",$28.60,$0.00
107434,2016,035,Crow Wing,COMMERCIAL,3,45 - 64 years,M,133,DME (Durable Medical Equipment),900,387,"1,470","$151,199.01",$390.70,$102.94,"$119,758.23",$309.45,$74.88,"$31,440.78",$81.24,$0.00
108154,2016,037,Dakota,MEDICARE,4,65 - 74 years,F,"2,902",Emergency department,"20,942","5,225","34,028","$1,483,879.86",$284.00,$209.12,"$1,335,999.52",$255.69,$184.22,"$147,880.34",$28.30,$13.10
108970,2016,041,Douglas,MEDICARE,5,75 years and older,F,523,Inpatient Non-acute Professional Services,"4,261","3,354","5,744","$313,896.00",$93.59,$68.91,"$293,589.60",$87.53,$62.56,"$20,306.40",$6.05,$0.00
110074,2016,047,Freeborn,MEDICARE,4,65 - 74 years,F,"1,395",Hospital Outpatient,"76,458","14,607","16,673","$4,695,053.69",$321.42,$165.69,"$3,978,701.74",$272.38,$141.08,"$716,351.95",$49.04,$20.57
110914,2016,053,Hennepin,COMMERCIAL,2,19 - 44 years,M,488,Outpatient Other,"11,491","8,897","5,054","$4,287,872.56",$481.95,$146.67,"$4,009,232.05",$450.63,$125.97,"$278,640.51",$31.32,$0.00
111658,2016,055,Houston,MEDICARE,5,75 years and older,M,43,Outpatient Other,"4,013",291,502,"$189,637.20",$651.67,$109.08,"$154,068.67",$529.45,$95.55,"$35,568.53",$122.23,$0.00
112402,2016,059,Isanti,MEDICARE,5,75 years and older,F,564,Emergency department,"4,044","1,188","6,437","$308,559.57",$259.73,$173.02,"$280,385.82",$236.02,$138.56,"$28,173.75",$23.72,$2.50
113218,2016,065,Kanabec,COMMERCIAL,2,19 - 44 years,F,55,Other,131,77,528,"$28,323.86",$367.84,$178.97,"$17,601.54",$228.59,$53.00,"$10,722.32",$139.25,$40.80
101447,2016,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,"5,226",Other,"236,400","148,528","56,537","$30,458,508.81",$205.07,$115.09,"$30,435,994.04",$204.92,$114.84,"$22,514.77",$0.15,$0.00
102119,2016,007,Beltrami,COMMERCIAL,2,19 - 44 years,F,146,Emergency department,620,219,"1,423","$181,168.89",$827.26,$573.39,"$122,479.00",$559.26,$325.00,"$58,689.89",$267.99,$100.00
102887,2016,009,Benton,MEDICARE,5,75 years and older,M,75,Ambulatory Surgery,491,105,895,"$211,991.60","$2,018.97","$1,727.01","$200,268.03","$1,907.31","$1,617.83","$11,723.57",$111.65,$50.00
103799,2016,015,Brown,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,73,DME (Durable Medical Equipment),654,440,849,"$65,906.92",$149.79,$48.23,"$65,856.77",$149.67,$48.23,$50.15,$0.11,$0.00
104567,2016,019,Carver,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,122,Independent Lab,537,186,"1,349","$17,873.83",$96.10,$47.96,"$17,873.83",$96.10,$47.96,$0.00,$0.00,$0.00
105383,2016,023,Chippewa,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,F,16,Ambulatory Surgery,104,24,192,"$33,637.53","$1,401.56",$869.87,"$33,378.63","$1,390.78",$869.87,$258.90,$10.79,$0.00
106271,2016,027,Clay,MEDICARE,2,19 - 44 years,M,145,Hospital Outpatient,"5,741","1,317","1,687","$346,129.84",$262.82,$150.12,"$273,631.93",$207.77,$118.46,"$72,497.91",$55.05,$30.52
107303,2016,033,Cottonwood,MEDICARE,4,65 - 74 years,F,18,Home Health,731,434,216,"$56,267.21",$129.65,$57.57,"$55,536.27",$127.96,$57.57,$730.94,$1.68,$0.00
107975,2016,037,Dakota,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,M,679,Hospital Inpatient Professional Services,"10,373","5,913","6,951","$874,211.04",$147.85,$81.72,"$872,444.60",$147.55,$81.64,"$1,766.44",$0.30,$0.00
108863,2016,041,Douglas,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,M,25,Hospital Outpatient,970,192,292,"$5,744.32",$29.92,$4.95,"$5,744.32",$29.92,$4.95,$0.00,$0.00,$0.00
109727,2016,045,Fillmore,MEDICARE,5,75 years and older,M,49,Hospice,"4,708",281,442,"$752,584.42","$2,678.24","$3,685.02","$752,584.42","$2,678.24","$3,685.02",$0.00,$0.00,$0.00
110567,2016,051,Grant,COMMERCIAL,3,45 - 64 years,F,364,Clinic/Office,"4,571","1,956","3,362","$391,878.84",$200.35,$134.38,"$249,661.32",$127.64,$44.41,"$142,217.52",$72.71,$30.75
111263,2016,053,Hennepin,MEDICARE,4,65 - 74 years,M,"3,973",DME (Durable Medical Equipment),"29,694","17,743","46,905","$2,605,346.18",$146.84,$55.57,"$2,292,437.94",$129.20,$47.83,"$312,908.24",$17.64,$4.16
101527,2016,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,M,183,Other,"19,422","12,206","2,030","$2,691,877.75",$220.54,$85.60,"$2,688,782.30",$220.28,$85.60,"$3,095.45",$0.25,$0.00
102439,2016,007,Beltrami,MEDICARE,4,65 - 74 years,F,110,Ambulance,709,258,"1,250","$123,097.47",$477.12,$434.47,"$106,000.23",$410.85,$360.12,"$17,097.24",$66.27,$0.00
103351,2016,013,Blue Earth,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,432,Emergency department,"1,793",715,"4,667","$245,716.99",$343.66,$301.93,"$242,661.02",$339.39,$301.93,"$3,055.97",$4.27,$0.00
104143,2016,017,Carlton,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,69,Hospital Inpatient,525,80,688,"$573,914.07","$7,173.93","$4,921.04","$573,914.07","$7,173.93","$4,921.04",$0.00,$0.00,$0.00
104911,2016,021,Cass,COMMERCIAL,4,65 - 74 years,M,13,Emergency department,58,20,156,"$12,179.34",$608.97,$360.36,"$10,700.55",$535.03,$326.94,"$1,478.79",$73.94,$68.24
105703,2016,025,Chisago,COMMERCIAL,5,75 years and older,F,15,Inpatient Non-acute Professional Services,133,114,158,"$3,539.62",$31.05,$15.34,"$3,192.63",$28.01,$14.35,$346.99,$3.04,$0.00
106399,2016,029,Clearwater,COMMERCIAL,2,19 - 44 years,M,202,Clinic/Office,"1,150",610,"1,477","$115,490.75",$189.33,$132.03,"$70,892.77",$116.22,$18.60,"$44,597.98",$73.11,$32.90
107503,2016,035,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,"2,200",Clinic/Office,"29,429","18,558","24,239","$1,686,896.01",$90.90,$73.96,"$1,686,523.87",$90.88,$73.96,$372.14,$0.02,$0.00
108151,2016,037,Dakota,MEDICARE,4,65 - 74 years,F,"2,010",Ambulatory Surgery,"12,379","2,736","24,039","$3,809,988.40","$1,392.54","$1,115.67","$3,518,528.39","$1,286.01",$971.71,"$291,460.01",$106.53,$50.00
109303,2016,043,Faribault,MEDICARE,4,65 - 74 years,F,23,Inpatient Non-acute Professional Services,180,110,246,"$7,470.87",$67.92,$65.38,"$6,315.78",$57.42,$50.93,"$1,155.09",$10.50,$0.00
110167,2016,049,Goodhue,COMMERCIAL,2,19 - 44 years,M,49,DME (Durable Medical Equipment),367,210,536,"$82,836.73",$394.46,$108.22,"$67,580.52",$321.81,$84.72,"$15,256.21",$72.65,$8.10
111007,2016,053,Hennepin,COMMERCIAL,5,75 years and older,M,368,Other,"9,939","7,099","4,197","$736,773.53",$103.79,$66.00,"$722,368.39",$101.76,$65.04,"$14,405.14",$2.03,$0.00
101483,2016,003,Anoka,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,270,Ambulatory Surgery,"1,499",380,"3,071","$406,370.42","$1,069.40",$696.93,"$405,112.59","$1,066.09",$694.30,"$1,257.83",$3.31,$0.00
102155,2016,007,Beltrami,COMMERCIAL,3,45 - 64 years,F,212,Other,680,385,"2,142","$66,969.02",$173.95,$90.00,"$47,880.88",$124.37,$36.82,"$19,088.14",$49.58,$8.66
103187,2016,011,Big Stone,MEDICARE,5,75 years and older,F,431,Hospital Outpatient,"27,096","4,960","5,009","$2,514,801.65",$507.02,$169.66,"$1,990,933.15",$401.40,$145.08,"$523,868.50",$105.62,$10.00
104099,2016,017,Carlton,COMMERCIAL,4,65 - 74 years,M,92,Clinic/Office,"1,566",662,"1,070","$162,241.25",$245.08,$80.83,"$141,586.06",$213.88,$38.25,"$20,655.19",$31.20,$0.00
104915,2016,021,Cass,COMMERCIAL,4,65 - 74 years,M,72,Hospital Outpatient,"1,392",329,833,"$278,730.59",$847.21,$171.32,"$248,193.27",$754.39,$114.09,"$30,537.32",$92.82,$0.00
105899,2016,025,Chisago,MEDICARE,3,45 - 64 years,F,748,Hospital Outpatient,"24,834","4,412","8,687","$1,914,925.70",$434.03,$132.35,"$1,570,254.67",$355.91,$109.52,"$344,671.03",$78.12,$11.49
106667,2016,029,Clearwater,MEDICARE,4,65 - 74 years,F,11,Inpatient Non-acute Professional Services,64,50,117,"$5,250.91",$105.02,$56.36,"$4,485.49",$89.71,$56.36,$765.42,$15.31,$0.00
107627,2016,035,Crow Wing,MINNESOTA HEALTH CARE PROGRAMS,5,75 years and older,F,14,Hospital Inpatient,197,17,140,"$11,531.31",$678.31,$916.00,"$11,413.31",$671.37,$916.00,$118.00,$6.94,$0.00
108515,2016,039,Dodge,MEDICARE,3,45 - 64 years,M,41,DME (Durable Medical Equipment),341,192,467,"$14,828.77",$77.23,$42.70,"$11,390.41",$59.33,$20.82,"$3,438.36",$17.91,$5.18
108744,2016,041,Douglas,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,M,985,Hospital Outpatient,"16,897","4,507","10,861","$834,934.07",$185.25,$136.54,"$834,934.07",$185.25,$136.54,$0.00,$0.00,$0.00
109728,2016,045,Fillmore,MEDICARE,5,75 years and older,M,172,Hospital Inpatient,"4,983",362,"1,953","$4,337,690.24","$11,982.57","$10,769.67","$4,109,108.63","$11,351.13","$10,159.91","$228,581.61",$631.44,"$1,288.00"
110568,2016,051,Grant,COMMERCIAL,3,45 - 64 years,F,11,DME (Durable Medical Equipment),84,45,122,"$8,406.18",$186.80,$163.16,"$6,718.12",$149.29,$130.53,"$1,688.06",$37.51,$0.00
111432,2016,055,Houston,MINNESOTA HEALTH CARE PROGRAMS,1,18 years and under,F,154,Other,"4,279","2,563","1,682","$417,825.18",$163.02,$89.88,"$417,825.18",$163.02,$89.88,$0.00,$0.00,$0.00
110347,2016,049,Goodhue,MINNESOTA HEALTH CARE PROGRAMS,3,45 - 64 years,M,42,Independent Lab,228,53,481,"$4,229.63",$79.80,$45.47,"$4,226.68",$79.75,$45.47,$2.95,$0.06,$0.00
111115,2016,053,Hennepin,MINNESOTA HEALTH CARE PROGRAMS,4,65 - 74 years,F,"1,782",Hospital Outpatient,"45,961","11,571","20,268","$1,845,549.34",$159.50,$31.90,"$1,830,051.23",$158.16,$31.57,"$15,498.11",$1.34,$0.00
111811,2016,057,Hubbard,MINNESOTA HEALTH CARE PROGRAMS,2,19 - 44 years,F,163,Hospital Inpatient,"2,380",190,"1,747","$1,202,877.12","$6,330.93","$3,793.57","$1,202,127.12","$6,326.98","$3,660.43",$750.00,$3.95,$0.00
